STATION,STNAME,LATITUDE,LONGITUDE,FISHING,FISH,Field pH,Field DO,Field Temp,Field SampTemp,Field AirTemp,Field SampDepth,Field Turb,Field EC,EC,Color,Temp,pH,Total Alk,BiCarb,Cab,OH,Hardness,CalcHardness,Calc TDS,TSS,Ca,Cl,Mg,Nitrate,Nitrite,NO3+NO2,Ammonia,Kjeldahl N,Total N,DO,Total P,FRP,K,Na,SO4,Al,As,Cd,Cr,Cu,F,Fe,Pb,Mn,Hg,Mo,Ni,Se,SiO2,Zn,Anions,Cations,TOC,DOC,Chlorophyll-a,Phaeophytin,LOCATION
234209,DEAN CREEK,-38.33843869,143.5583248,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAKE COLAC
234603,LAKE CORANGAMITE,-38.22459,143.41622,0,,161,161,0,0,0,160,160,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,WOOL WOOL
234605,LAKE GNARPURT,-38.07060697,143.4195475,0,,130,131,0,0,0,115,128,0,0,70,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,12,0,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,GNARPURT
234606,LAKE COLONGULAC,-38.19832665,143.1501263,0,,145,146,0,0,0,146,146,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CAMPERDOWN
234607,LAKE GNOTUK,-38.2287229,143.0997638,0,,187,174,0,0,0,173,187,0,0,67,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,8,0,0,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,CAMPERDOWN
234608,LAKE BULLEM MERRI,-38.26084242,143.0985283,0,,189,175,0,0,0,174,188,0,0,67,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,8,0,0,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,CAMPERDOWN (SOUTH END)
234609,LAKE TOOLIOROOK,-37.97801384,143.284288,0,,151,151,0,0,0,150,151,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LISMORE
234610,LAKE BOOKAR,-38.14164518,143.1054684,0,,125,125,0,0,0,124,124,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CAMPERDOWN
234611,LAKE KARIAH,-38.17123599,143.21381,0,,113,114,0,0,0,113,114,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CAMPERDOWN
234801,RAINGAUGE (LAKE COLAC),-38.33884,143.59028,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COLAC
235202,GELLIBRAND RIVER,-38.56284937,143.6563482,0,,362,362,0,0,0,360,362,0,0,369,0,0,0,0,0,0,0,0,0,369,0,0,0,0,0,0,0,367,0,0,369,367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,UPPER GELLIBRAND
235203,CURDIES RIVER,-38.44498055,142.9601945,0,,363,363,0,0,0,361,363,0,0,367,0,0,0,0,0,0,0,0,0,366,0,0,0,0,0,0,0,366,0,0,366,365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CURDIE
235204,LITTLE AIRE CREEK,-38.6548305,143.5291815,0,,346,346,0,0,0,343,346,0,0,60,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BEECH FOREST
235205,ARKINS CREEK WEST BRANCH,-38.63955922,143.4431397,0,,350,350,0,0,0,348,350,0,0,325,0,0,0,0,0,0,0,0,0,323,0,0,0,0,0,0,0,323,0,0,323,321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,WYELANGTA
235209,AIRE RIVER,-38.66849499,143.5812749,0,,351,351,0,0,0,349,351,0,0,326,0,0,0,0,0,0,0,0,0,324,0,0,0,0,0,0,0,324,0,0,324,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BEECH FOREST
235210,LARDNER CREEK,-38.5337127,143.5443988,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GELLIBRAND
235211,KENNEDYS CREEK,-38.58909395,143.2565402,0,,362,362,0,0,0,360,362,0,0,363,0,0,0,0,0,0,0,0,0,361,0,0,0,0,0,0,0,361,0,0,361,361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KENNEDYS CREEK
235216,CUMBERLAND RIVER,-38.57254132,143.9471886,0,,348,348,0,0,0,346,348,0,0,330,0,0,1,0,0,0,0,0,0,329,1,1,1,0,0,0,0,329,0,0,329,328,1,1,1,0,1,1,1,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,LORNE
235219,AIRE RIVER,-38.7031718,143.4772919,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WYELANGTA
235222,SALT CREEK,-38.38602485,144.1774815,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ALCOA
235224,GELLIBRAND RIVER,-38.70152297,143.2482161,0,,362,362,0,0,0,360,362,0,0,364,0,0,2,0,0,0,0,0,0,362,2,2,2,0,0,0,0,362,0,0,362,360,2,2,2,0,1,1,1,1,0,2,1,2,1,0,1,0,2,1,0,0,2,0,0,0,BURRUPA
235225,GELLIBRAND RIVER,-38.559074,143.367681,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CARLISLE RIVER (PUMPING STATION)
235227,GELLIBRAND RIVER,-38.5241,143.4829,0,,361,361,0,0,0,360,362,0,0,362,0,0,2,0,0,0,0,0,0,360,2,2,2,0,0,0,0,360,0,0,360,358,2,2,2,0,0,0,0,0,0,2,0,2,0,0,0,0,2,0,0,0,2,0,0,0,BUNKERS HILL
235232,PAINKALAC CREEK,-38.44207078,144.0705354,1,"Bream, Estuary perch",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PAINKALAC CREEK DAM
235233,BARHAM RIVER EAST BRANCH,-38.75502396,143.6249731,0,,156,156,0,0,0,156,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,APOLLO BAY PARADISE
235234,LOVE CREEK,-38.48316225,143.5717924,0,,350,350,0,0,0,348,350,0,0,325,0,0,0,0,0,0,0,0,0,323,0,0,0,0,0,0,0,323,0,0,323,323,0,0,0,0,1,2,2,2,0,0,2,0,1,0,2,0,0,2,0,0,0,0,0,0,GELLIBRAND
235237,SCOTTS CREEK,-38.44770604,142.9888108,0,,360,360,0,0,0,360,360,0,0,365,0,0,0,0,0,0,0,0,0,364,0,0,0,0,0,0,0,365,0,0,365,365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CURDIE (DIGNEYS BRIDGE)
235249,WEST GELLIBRAND RESERVOIR,-38.59899314,143.6533294,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SPILLWAY
235250,OLANGOLAH WEIR,-38.61200347,143.6821493,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SPILLWAY
235255,THOMPSON CREEK,-38.27008794,144.2936358,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GHAZEEPORE
235256,ST. GEORGE RIVER,-38.53793069,143.9449143,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ALLENVALE RESERVOIR (H.G.)
235257,PAINKALAC CREEK,-38.43618368,144.0459973,1,"Bream, Estuary perch",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U/S PAINKALAC DAM
235258,GELLIBRAND RIVER D/S SOUTH OTWAY PUMPS BRIDGE,-38.63466501,143.2641722,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235260,ANGLESEA RIVER (MARSHY CREEK),-38.3896916,144.1729888,1,"Bream, Estuary perch, Mullet, Australian salmon, Trevally",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ALCOA
235264,PAIKALAC CREEK,-38.44253729,144.0672173,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PAINKALAC RES. H.G.
235265,MARINGO BASIN,-38.77922324,143.6556831,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MARINGO RES. H.G.
235266,GELLIBRAND RIVER D/S WEST GELLIBRAND DAM,-38.59284599,143.6546298,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235267,OLANGOLAH CREEK D/S OLANGOLAH RESERVOIR,-38.60944693,143.680481,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235268,CURDIES RIVER,-38.56381809,142.8629974,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PETERBOROUGH
235269,GELLIBRAND RIVER,-38.69666221,143.1551633,1,"Mullet, Bream, Australian salmon",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PRINCETOWN
235270,UPPER ANGLESEA RIVER (V-NOTCH),-38.33054057,144.1061125,1,"Bream, Estuary perch, Mullet, Australian salmon, Trevally",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AARC
235271,UPPER ANGLESEA RIVER (POOL),-38.32989829,144.1019975,1,"Bream, Estuary perch, Mullet, Australian salmon, Trevally",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AARC
235272,ANGLESEA WETLANDS,-38.38182838,144.1727113,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ALLARDYLE TRACK
235273,BREAKFAST CREEK,-38.3825275,144.0627199,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BRIDGE ON BREAKFAST CREEK ROAD
235274,BREAKFAST CREEK TRIBUTARY,-38.37791759,144.0567374,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,V-NOTCH
235275,SALT CREEK (POOL) ABOVE SWAMP,-38.39050925,144.0868599,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DENHAM TRACK
235276,SALT CREEK,-38.39049029,144.08646,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DENHAMS TRACK
235277,ANGLESEA RIVER,-38.34561177,144.1482882,1,"Bream, Estuary perch, Mullet, Australian salmon, Trevally",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GUMFLATS ROAD
235278,ANGLESEA RIVER,-38.40507409,144.1861279,1,"Bream, Estuary perch, Mullet, Australian salmon, Trevally",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GREAT OCEAN ROAD BRIDGE
235279,APOLLO BAY BASIN,-38.76517046,143.6536462,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235280,ANGLESEA SWAMP,-38.35777475,144.1720687,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VEGETATION SITE P7 TRANSECT
235600,LAKE PURRUMBETE,-38.292539,143.220358,0,,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CAMPERDOWN
235801,RAIN GAUGE,-38.38963566,144.1729108,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AV2
235805,RAIN GAUGE,-38.33674877,144.1043096,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AARC
235806,RAIN GAUGE,-38.3840106,144.0615038,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BREAKFAST CREEK
236202,HOPKINS RIVER,-37.69542079,142.7245119,0,,266,266,0,0,0,266,266,0,0,99,0,0,0,0,0,0,0,0,0,99,0,0,0,0,0,0,0,98,0,0,99,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,WICKLIFFE
236203,MOUNT EMU CREEK,-37.68769856,143.3600674,0,,259,259,0,0,0,259,259,0,0,99,0,0,0,0,0,0,0,0,0,99,0,0,0,0,0,0,0,99,0,0,99,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SKIPTON
236204,FIERY CREEK,-37.68052,143.0657,0,,265,265,0,0,0,265,265,0,0,99,0,0,0,0,0,0,0,0,0,99,0,0,0,0,0,0,0,99,0,0,99,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,STREATHAM
236205,MERRI RIVER,-38.31688258,142.4830797,0,,164,164,0,0,0,147,164,0,0,174,0,0,2,0,0,0,0,0,0,172,2,2,2,0,0,0,0,172,1,0,172,171,2,2,2,0,0,0,0,0,0,2,0,2,0,0,0,0,2,0,0,0,2,0,0,0,WOODFORD
236209,HOPKINS RIVER,-38.33543732,142.6251911,0,,362,362,0,0,0,345,363,0,0,370,0,0,2,0,0,0,0,0,0,357,2,2,2,0,0,0,0,369,0,0,369,365,2,2,2,0,260,280,280,280,0,2,280,2,191,0,280,0,2,280,0,0,2,0,0,0,HOPKINS FALLS
236210,HOPKINS RIVER,-38.24379422,142.7030202,0,,164,164,0,0,0,165,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,FRAMLINGHAM
236212,BRUCKNELL CREEK,-38.34596771,142.6519163,0,,169,169,0,0,0,169,169,0,0,49,0,0,48,0,0,0,0,0,0,48,48,49,49,0,0,0,0,48,0,0,48,0,48,49,49,0,0,0,0,0,0,46,0,46,0,0,0,0,47,0,0,0,43,0,0,0,CUDGEE
236213,MOUNT EMU CREEK,-37.5304,143.46518,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MENA PARK
236215,BURRUMBEET CREEK,-37.52452,143.67555,0,,347,348,0,0,0,345,348,0,0,328,0,0,0,0,0,0,0,0,0,327,0,0,0,0,0,0,0,327,0,0,326,326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LAKE BURRUMBEET
236216,MOUNT EMU CREEK,-38.30559215,142.8812902,0,,349,348,0,0,0,332,350,0,0,329,0,0,189,140,140,140,0,0,0,327,189,189,189,0,0,0,0,327,0,0,327,323,189,189,189,0,261,281,281,281,0,0,281,0,191,0,281,0,0,281,14,14,0,0,0,0,TAROON (AYRFORD ROAD BRIDGE)
236219,HOPKINS RIVER,-37.315772,142.941403,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ARARAT
236228,MUSICAL GULLY CREEK,-37.37794925,143.3790836,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MUSICAL GULLY RESERVOIR H.G.
236230,LONG GULLY CREEK,-37.29491136,143.261621,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,THE GLUT
236231,CAVE HILL CREEK,-37.30427,143.27048,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MOUNT COLE
236232,SIDESPRING CREEK,-37.29131853,143.2680557,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MT COLE
236238,MT EMU CREEK,-37.64537,143.48288,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GUTHRIES BRIDGE
236600,LAKE BOLAC,-37.74724344,142.8646101,0,,124,124,0,0,0,126,176,0,0,58,112,53,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,53,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LAKE BOLAC
236602,LAKE BURRUMBEET,-37.49063,143.66869,0,,90,90,0,0,0,86,142,0,0,35,112,53,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,53,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BURRUMBEET
236603,LAKE GOLDSMITH,-37.55924263,143.3612826,0,,113,113,0,0,0,113,126,0,0,59,54,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BEAUFORT
236606,LAKE BUNINJON,-37.47988,142.79376,0,,138,138,0,0,0,134,190,0,0,59,96,53,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,67,3,52,72,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CALVERT
236610,CHINAMAN SWAMP,-37.69131,143.00925,0,,137,137,0,0,0,134,177,0,0,59,39,39,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,40,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,WESTMERE
236611,MYUNA LANE SWAMP,-37.81508334,142.7641672,0,,158,156,0,0,0,154,202,0,0,59,44,43,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,70,3,42,71,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,WOORNDOO
237200,MOYNE RIVER,-38.31991057,142.2264285,0,,362,362,0,0,0,345,362,0,0,370,0,0,2,0,0,0,0,0,0,368,2,2,2,0,0,0,0,367,0,0,368,366,2,2,2,0,0,1,1,1,0,2,1,2,0,0,1,0,2,1,0,0,2,0,0,0,TOOLONG
237202,FITZROY RIVER,-38.12590416,141.619984,1,"Bream, Mullet, Australian salmon",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HEYWOOD
237205,DARLOT CREEK,-38.150428,141.769572,0,,265,265,0,0,0,265,265,0,0,100,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,100,0,0,100,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HOMERTON BRIDGE
237206,EUMERALLA RIVER,-38.25747149,141.9443629,0,,171,171,0,0,0,171,171,0,0,49,0,0,49,0,0,0,0,0,0,49,49,49,49,0,0,0,0,48,0,0,48,0,48,49,49,0,0,0,0,0,0,44,0,45,0,0,0,0,47,0,0,0,44,0,0,0,CODRINGTON
237207,SURRY RIVER,-38.24343647,141.6632149,0,,363,363,0,0,0,360,363,0,0,366,0,0,0,0,0,0,0,0,0,366,0,0,0,0,0,0,0,366,0,0,366,364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HEATHMERE
238202,GLENELG RIVER,-37.61903001,141.4290873,0,,363,363,0,0,0,345,363,0,0,369,0,0,2,0,0,0,0,0,0,357,2,2,2,0,0,0,0,369,0,0,369,366,2,2,2,0,259,278,278,278,0,2,278,2,192,0,278,0,2,278,0,0,2,0,0,0,SANDFORD
238204,WANNON RIVER,-37.63108,142.33607,0,,335,334,0,0,0,337,335,0,0,319,0,0,2,0,0,0,0,0,0,303,2,2,2,0,0,0,0,303,0,0,303,301,2,2,2,0,1,1,1,1,0,2,1,2,1,0,1,0,2,1,0,0,2,0,0,0,DUNKELD
238205,GLENELG RIVER,-37.2364096,141.9537631,0,,347,347,0,0,0,348,348,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ROCKLANDS RESERVOIR
238206,GLENELG RIVER,-37.92471219,141.2812064,0,,361,361,0,0,0,358,361,0,0,372,0,0,2,0,0,0,0,0,0,372,2,2,2,0,0,0,0,372,0,0,372,368,2,2,2,0,0,0,0,0,0,2,0,2,0,0,0,0,2,0,0,0,2,0,0,0,DARTMOOR
238207,WANNON RIVER,-37.37146,142.50302,0,,189,189,0,0,0,189,189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,JIMMY CREEK
238208,JIMMY CREEK,-37.37282,142.5083,0,,352,350,0,0,0,348,352,0,0,331,0,0,0,0,0,0,0,0,0,329,0,0,0,0,0,0,0,329,0,0,329,330,0,0,0,0,1,1,1,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,JIMMY CREEK
238210,GLENELG RIVER,-37.170771,141.589857,0,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HARROW
238211,GLENELG RIVER,-37.36671027,141.2427515,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DERGHOLM
238212,GLENELG RIVER,-37.58242592,141.4089437,0,,180,180,0,0,0,162,180,0,0,196,0,0,0,0,0,0,0,0,0,195,0,0,0,0,0,0,0,195,0,0,195,195,0,0,0,0,0,3,3,3,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,CASTERTON
238218,WANNON RIVER,-37.67396787,141.8406916,0,,287,287,0,0,0,287,287,0,0,99,0,0,0,0,0,0,0,0,0,99,0,0,0,0,0,0,0,99,0,0,99,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,WANNON FALLS
238219,GRANGE BURN,-37.70876208,141.8325532,0,,161,161,0,0,0,161,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MORGIANA
238220,DUNDAS RIVER,-37.52530192,142.0036584,0,,94,94,0,0,0,94,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CAVENDISH
238223,WANDO RIVER,-37.49595322,141.4259612,0,,364,364,0,0,0,346,364,0,0,367,0,0,0,0,0,0,0,0,0,366,0,0,0,0,0,0,0,366,0,0,366,362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,WANDO VALE
238224,GLENELG R,-37.147871,141.850248,0,,128,128,0,0,0,110,128,0,0,142,0,0,0,0,0,0,0,0,0,141,0,0,0,0,0,0,0,140,0,0,140,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FULHAM BRIDGE
238228,WANNON RIVER,-37.645127,141.5056148,0,,360,360,0,0,0,342,360,0,0,366,0,0,0,0,0,0,0,0,0,353,0,0,0,0,0,0,0,366,0,0,366,366,0,0,0,0,258,277,277,277,0,0,277,0,190,0,277,0,0,277,0,0,0,0,0,0,HENTY
238229,CHETWYND RIVER,-37.32146329,141.4807412,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHETWYND
238230,STOKES RIVER,-37.86967405,141.4099577,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TEAKETTLE
238231,GLENELG RIVER,-37.31227,142.36721,0,,353,352,0,0,0,350,353,0,0,362,0,0,2,0,0,0,0,0,0,360,2,2,2,0,0,0,0,360,0,0,360,356,2,2,2,0,0,0,0,0,0,2,0,2,0,0,0,0,2,0,0,0,2,0,0,0,BIG CORD
238235,CRAWFORD RIVER,-37.98007141,141.4546374,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LOWER CRAWFORD
238236,GLENELG RIVER,-37.2345,141.959,0,,0,0,0,0,0,4,179,0,0,0,0,179,7,0,0,0,0,0,0,0,0,0,0,0,0,0,70,180,0,0,180,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ROCKLANDS RESERVOIR (HEAD GAUGE)
238237,MOORA MOORA CREEK,-37.22073,142.41053,0,,0,0,0,0,0,4,59,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,59,1,0,59,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MOORA MOORA RESERVOIR (H. GAUGE)
238249,GLENELG RIVER D/S BURKES BRIDGE,-37.23804131,141.3429262,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238600,LAKE LINLITHGOW,-37.76773756,142.2140948,0,,128,128,0,0,0,124,180,0,0,58,111,53,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,60,5,53,61,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PENHURST
